2237271AFEME                                       comp.x 20               00005864NNCetus           00000992520160506002020481110007795330000013002010SNN00
0199521ARNOL 720-T                                 comp.rec.x 30           00000000NNCetus           00002613520160506403020480213507795330000334003020SNN00
0199522ARNOL 720-T                                 comp.rec.x 60           00000000NNCetus           00005149020160506403020480213607795330000341006050SNN00
2805031BELMALEN                                    comp.rec.x 20           00000000NNCetus           00001860020160506002020480213907795330000051002010SNN00
4378071BELMALEN PLUS                               sob.x 15                00000000NNCetus           00001686020160506002020482166807795330000488001510SNN00
4378072BELMALEN PLUS                               sob.x 30                00000000NNCetus           00003587520160506002020484118507795330000617003030SNN00
3587221BESTROL                                     0.5 mg comp.x 20        00002665NNCetus           00000451020160506403020481225807795330000068002010SNN00
4252081BESTROL                                     0.5 mg comp.x 40        00004291NNCetus           00000726020160506403020481967607795330000433004020SNN00
3587223BESTROL                                     0.5 mg comp.x 60        00004000NNCetus           00000987020160506403020481340207795330000310006050SNN00
3587301BESTROL                                     1 mg comp.x 20          00004248NNCetus           00000719020160506403020481225907795330000075002010SNN00
4252161BESTROL                                     1 mg comp.x 40          00006809NNCetus           00001152520160506403020481967707795330000440004020SNN00
3587303BESTROL                                     1 mg comp.x 60          00006500NNCetus           00001609020160506403020481340307795330000327006050SNN00
4480022BICROMIL                                    100 mg comp.x 30        00024500NNCetus           00004582520160506403020482373607795330000563003010SNN00
4479972BICROMIL                                    50 mg comp.x 30         00017300NNCetus           00003123520160506403020482373507795330000549003010SNN00
0175514BITECAIN A.A.                               comp.x 20               00000000NNCetus           00002051020160506002020480214207795330000082002010SNN00
3828961CETIRIZINA CETUS                            comp.x 10               00005457NNCetus           00001068020160506002020483308007795330000587001010SNN00
2805111CORIZINA CETUS                              grag.x 12               00000000NNCetus           00001101520160506002020480214807795330000143001210SNN00
0202222CUADEL                                      10 mg comp.x 20         00003589NNCetus           00001101520160506403020481088107795330000167002010SNN00
0200902CUADEL                                      5 mg comp.x 20          00002858NNCetus           00000812520160506403020481088007795330000150002010SNN00
2829471DAGOL CETUS                                 comp.x 20               00000000NNCetus           00000854020160506002020480215507795330000181002010SNN00
