2327602DOSODOS                                     jbe.x 150 ml            00000000NNBeta            00002544420160427002020325191607795328052710000130SNN00
1744911MICRONEMA                                   tubos x 3 x 6.2 ml      00000000NNPfizer          00000671220160510002021790389907791824117892000310SNN00
0859371ASEPTOBRON                                  jbe.x 150 ml            00000000NNTemis-Lostal¢   00001127620160510003022290876607795337904307000110SNN00
6316681ASEPTOBRON ANTIGRIPAL FORTE                 comp.rec.x 10           00000000NNTemis-Lostal¢   00000483920160510002022295086807795337907308001010SNN00
6316682ASEPTOBRON ANTIGRIPAL FORTE                 comp.rec.x 20           00000000NNTemis-Lostal¢   00000919220160510002022295086907795337907322002030SNN00
6315711ASEPTOBRON C PLUS                           jbe.x 120 ml            00000000NNTemis-Lostal¢   00002077020160510002022295088807795337907315000110SNN00
0591801ASEPTOBRON INHALACIONES                     perlas x 10             00000000NNTemis-Lostal¢   00000983020160510002022290876307795337904031001010SNN00
5854711BEAPLEN 20                                  20 mg comp.rec.x 30     00043500NNTemis-Lostal¢   00008000020160510A03022294405007795337900200003010SNN00
5325971CEBROCAL                                    10 mg comp.x 30         00027224SNTemis-Lostal¢   00005650520160510A03022293586407795337909593003010SNN00
5325841CEBROCAL                                    5 mg comp.x 30          00021874SNTemis-Lostal¢   00004868920160510A03022293586307795337909586003010SNN00
5563261DISDUAL                                     150 mg X 1 comp. rec.   00014044SNTemis-Lostal¢   00003703420160510002022294740307795337909975000110SNN00
6098391DISDUAL PLUS                                comp.x 1+comp.mast.x 30 00000000NNTemis-Lostal¢   00004484020160510002022294728907795337900736003110SNN00
5989842DOLO FINDOL                                 eferv.sob.x 30          00000000NNTemis-Lostal¢   00006265520160510002022294570107795337900583003010SNN00
9951454FLORATIL                                    200 mg caps.x 10        00000000NNTemis-Lostal¢   00000918020160510011002295145407795337990997001010NNN00
6209971FLORATIL 250                                250 mg c ps.x 12        00000000NNTemis-Lostal¢   00002194420160510002022294961107795337903690001210SNN00
6209972FLORATIL 250                                250 mg c ps.x 50        00000000NNTemis-Lostal¢   00007455920160510002022295014507795337903737005030SNN00
3279412FLORATIL 250                                250 mg pvo.sob.x 10     00000000NNTemis-Lostal¢   00002240820160510012022294961207795337903539001030SNN00
4025791GASTROTEM                                   10 mg caps.x 30         00009500NNTemis-Lostal¢   00002054220160510002022291732707795337907810003010SNN00
5378681LOSTAM                                      0.4mg caps.lib.prol.x 3000028000NNTemis-Lostal¢   00004651520160510003022293678207795337909777003010SNN00
9932391LOSTAMUCIL                                  pvo.x 400 g             00022560NNTemis-Lostal¢   00003571520160510001002293239107795337990584000130NNN00
3132131LOSTAPRES                                   10 mg comp.x 30         00037609NNTemis-Lostal¢   00006557320160510002082294721107795337900675003010SNN00
5097581LOSTAPROLOL                                 10 mg comp.rec.x 30     00015800NNTemis-Lostal¢   00002424020160510002082293239007795337908923003010SNN00
5304001LOSTAPROLOL                                 2.5 mg comp.rec.x 30    00006800NNTemis-Lostal¢   00001118520160510002082294674607795337900309003010SNN00
5097421LOSTAPROLOL                                 5 mg comp.rec.x 30      00012800NNTemis-Lostal¢   00001748020160510002082293238907795337908947003010SNN00
3786472NIVELIPOL                                   20 mg comp.x 30         00016800NNTemis-Lostal¢   00003100920160510002062292122307795337908008003010SNN00
5926131NODIS 5                                     5 mg comp.rec.x 30      00014092NNTemis-Lostal¢   00002705620160510002022294493707795337900439003010SNN00
5968972SARTINA                                     10 mg comp.x 30         00000000NNTemis-Lostal¢   00021570520160510A03022294568907795337900507003010SNN00
5968712SARTINA                                     5 mg comp.x 30          00000000NNTemis-Lostal¢   00011109120160510A03022294568707795337900484003010SNN00
6042841TERFEMAX 120                                comp.rec.x 10           00007413NNTemis-Lostal¢   00001542720160510002022294652307795337900644001010SNN00
6042842TERFEMAX 120                                comp.rec.x 30           00022024NNTemis-Lostal¢   00004055720160510002022294652407795337900651003030SNN00
6042971TERFEMAX 180                                comp.rec.x 10           00012465NNTemis-Lostal¢   00002311920160510002022294652607795337900668001010SNN00
6347971TIOCTIC TEMIS 50                            50 mg comp.x 15         00000000NNTemis-Lostal¢   00000717420160510002022295169307795337900934001510SNN00
0859032TOTAL MAGNESIANO                            gran.fco.x 100 g        00000000NNTemis-Lostal¢   00002718120160510002022290885907795337904284000130SNN00
0859031TOTAL MAGNESIANO                            gran.fco.x 50 g         00000000NNTemis-Lostal¢   00001470420160510002022290885807795337904130000110SNN00
0539761TOTAL MAGNESIANO EFERVESCENTE               comp.x 24               00000000NNTemis-Lostal¢   00001736420160510002022290885407795337904208002410SNN00
3172815TOTAL MAGNESIANO EFERVESCENTE               pvo.sob.x 30            00000000NNTemis-Lostal¢   00002038420160510002022294569207795337900378003020SNN00
4585062TOTAL MAGNESIANO ENERGIZANTE                comp.eferv.x 12         00000000NNTemis-Lostal¢   00001095020160510002022293079407795337909142001210SNN00
0859113TOTAL MAGNESIANO GINSENG                    pvo.sob.x 30            00000000NNTemis-Lostal¢   00003399520160510002022294569407795337900590003020SNN00
3677152TOTAL MAGNESIANO GRAGEAS                    blist.grag.x 60         00000000NNTemis-Lostal¢   00005093520160510002022294679907795337907568006030SNN00
3172814TOTAL MAGNESIANO LIMON                      pvo.gran.x 50 g         00000000NNTemis-Lostal¢   00000987820160510002022292122407795337908039000110SNN00
2963944TOTAL MAGNESIANO STRESS                     pvo.efer.sob.x 30       00000000NNTemis-Lostal¢   00002994120160510002022294569007795337900422003050SNN00
2774271TOTAL MAGNESIANO VITAMINA C                 comp.efer.x 24          00000000NNTemis-Lostal¢   00002046120160510002022290945307795337904314002430SNN00
3023493TOTAL MAGNESIANO VITAMINA C                 pvo.efer.sob.x 30       00000000NNTemis-Lostal¢   00002328720160510002022294569307795337900392003020SNN00
3004181VAPRESAN                                    10 mg comp.x 30         00005500NNTemis-Lostal¢   00001168120160510002062290887307795337906714003010SNN00
3004182VAPRESAN                                    10 mg comp.x 60         00013300NNTemis-Lostal¢   00002297020160510002062290887407795337906721006030SNN00
3004261VAPRESAN                                    20 mg comp.x 30         00006103NNTemis-Lostal¢   00001256220160510002062290887507795337906738003010SNN00
3004262VAPRESAN                                    20 mg comp.x 60         00015800NNTemis-Lostal¢   00003254620160510002062290887607795337906745006030SNN00
3690501VAPRESAN                                    5 mg comp.x 30          00003300NNTemis-Lostal¢   00000840820160510002062291330807795337907469003010SNN00
3114991VIROBRON                                    comp.x 15               00011094NNTemis-Lostal¢   00001855720160510002022291028607795337900330001510SNN00
3114992VIROBRON                                    comp.x 30               00014762NNTemis-Lostal¢   00003460020160510002022290096707795337900347003030SNN00
4448281VIROBRON B12 NF                             comp.rec.x 20           00000000NNTemis-Lostal¢   00002330520160510002022292228907795337908121002010SNN00
9935966IBUTENK VL                                  400 mg comp.x 10        00001289NNBiotenk         00000197020160510001003203596607796363000186001010NNN00
9935965IBUTENK VL                                  400 mg comp.x 20        00002500NNBiotenk         00000390020160510001003203596507796363000148002030NNN00
9935219DERMANOVA                                   cr.x 150 g              00000000NNFerrer          00003049220160511001004483521907798047980272000110NNN00
9939225DERMANOVA BODY                              emuls. x 250 ml         00000000NNFerrer          00001136920160511001104483922507798047980302000110NNN00
9946507DERMANOVA FACIAL                            cr.x 60 g               00000000NNFerrer          00004506720160511001004484650707798047980029000110NNN00
9939226DERMANOVA TALON Y CODOS                     kit x 2 pomos cr.x 60 g 00000000NNFerrer          00001843020160511001104483922607798047980296000210NNN00
9918206FRIONEX SPRAY                               fco.x 145 g             00000000NNFerrer          00001982020160511001004481820607798047980012000110NNN00
9932558NEGACNE                                     gel t¢pico x 20 g       00000000NNFerrer          00000930920160511001004483255807798047980197000110NNN00
9945208NEGACNE GL                                  gel limpiador x 150 g   00000000NNFerrer          00001598220160511001004484520807798047980364000110NNN00
9945209NEGACNE POST ACNE                           cr.x 20 g               00000000NNFerrer          00001497120160511001004484520907798047980371000110NNN00
